"idhod","amount","year","confidentiality","location","non_investment_expense_type","program","sector","type_of_expense"
766392330,859325,2016,"verejny","Česká republika",NULL,"Protection and rehabilitation of soil, underground and surface water","Non-financial enterprises","Gross investment in tangible non-current assets"
766393120,300661,2016,"verejny","Česká republika",NULL,"Waste management","Government institutions","Gross investment in tangible non-current assets"
766392340,242304,2016,"verejny","Česká republika",NULL,"Limitation of noise and vibration (except workplace protection)","Government institutions","Gross investment in tangible non-current assets"
766393110,1974643,2016,"verejny","Česká republika",NULL,"Wastewater management","Non-financial enterprises","Gross investment in tangible non-current assets"
766392392,112607,2016,"verejny","Česká republika",NULL,"Landscape and biodiversity protection (species diversity)","Non-financial enterprises","Gross investment in tangible non-current assets"
766393067,9439075,2016,"verejny","Česká republika",NULL,"Air and climate protection","Non-financial enterprises","Gross investment in tangible non-current assets"
766392339,236648,2016,"verejny","Česká republika",NULL,"Limitation of noise and vibration (except workplace protection)","Non-financial enterprises","Gross investment in tangible non-current assets"
766393111,6586734,2016,"verejny","Česká republika",NULL,"Wastewater management","Government institutions","Gross investment in tangible non-current assets"
766392349,31934,2016,"verejny","Česká republika",NULL,"Research and development for environmental protection","Non-financial enterprises","Gross investment in tangible non-current assets"
766392401,733746,2016,"verejny","Česká republika",NULL,"Radiation protection","Non-financial enterprises","Gross investment in tangible non-current assets"
766392350,0,2016,"verejny","Česká republika",NULL,"Research and development for environmental protection","Government institutions","Gross investment in tangible non-current assets"
766392412,148075,2016,"verejny","Česká republika",NULL,"Other environmental protection activities","Government institutions","Gross investment in tangible non-current assets"
766392411,934318,2016,"verejny","Česká republika",NULL,"Other environmental protection activities","Non-financial enterprises","Gross investment in tangible non-current assets"
766392402,0,2016,"verejny","Česká republika",NULL,"Radiation protection","Government institutions","Gross investment in tangible non-current assets"
766392394,101139,2016,"verejny","Česká republika",NULL,"Landscape and biodiversity protection (species diversity)",NULL,"Turnover from selling of services"
766393121,27766014,2016,"verejny","Česká republika",NULL,"Waste management",NULL,"Turnover from selling of services"
766392332,434488,2016,"verejny","Česká republika",NULL,"Protection and rehabilitation of soil, underground and surface water",NULL,"Turnover from selling of services"
766393060,38740408,2016,"verejny","Česká republika",NULL,NULL,NULL,"Turnover from selling of services"
766393069,616769,2016,"verejny","Česká republika",NULL,"Air and climate protection",NULL,"Turnover from selling of services"
766393112,9664845,2016,"verejny","Česká republika",NULL,"Wastewater management",NULL,"Turnover from selling of services"
766392341,NULL,2016,"duverny","Česká republika",NULL,"Limitation of noise and vibration (except workplace protection)",NULL,"Turnover from selling of services"
766392403,NULL,2016,"duverny","Česká republika",NULL,"Radiation protection",NULL,"Turnover from selling of services"
766392351,9574,2016,"verejny","Česká republika",NULL,"Research and development for environmental protection",NULL,"Turnover from selling of services"
766392413,106116,2016,"verejny","Česká republika",NULL,"Other environmental protection activities",NULL,"Turnover from selling of services"
766392396,NULL,2016,"duverny","Česká republika",NULL,"Landscape and biodiversity protection (species diversity)",NULL,"Capitalized output (methodology valid until 2015)"
766393123,1238384,2016,"verejny","Česká republika",NULL,"Waste management",NULL,"Capitalized output (methodology valid until 2015)"
766392334,30799,2016,"verejny","Česká republika",NULL,"Protection and rehabilitation of soil, underground and surface water",NULL,"Capitalized output (methodology valid until 2015)"
766393062,1516836,2016,"verejny","Česká republika",NULL,NULL,NULL,"Capitalized output (methodology valid until 2015)"
766393071,89516,2016,"verejny","Česká republika",NULL,"Air and climate protection",NULL,"Capitalized output (methodology valid until 2015)"
766393114,45296,2016,"verejny","Česká republika",NULL,"Wastewater management",NULL,"Capitalized output (methodology valid until 2015)"
766392343,0,2016,"verejny","Česká republika",NULL,"Limitation of noise and vibration (except workplace protection)",NULL,"Capitalized output (methodology valid until 2015)"
766392344,0,2016,"verejny","Česká republika",NULL,"Radiation protection",NULL,"Capitalized output (methodology valid until 2015)"
766392406,0,2016,"verejny","Česká republika",NULL,"Research and development for environmental protection",NULL,"Capitalized output (methodology valid until 2015)"
766392415,112745,2016,"verejny","Česká republika",NULL,"Other environmental protection activities",NULL,"Capitalized output (methodology valid until 2015)"
766393055,31749038,2016,"verejny","Česká republika","Internal non-investment costs",NULL,NULL,"Non-investment environmental protection expenditure"
766393116,19664927,2016,"verejny","Česká republika","Internal non-investment costs","Waste management",NULL,"Non-investment environmental protection expenditure"
766393117,16919177,2016,"verejny","Česká republika","External non-investment costs","Waste management",NULL,"Non-investment environmental protection expenditure"
766392337,217023,2016,"verejny","Česká republika","External non-investment costs","Limitation of noise and vibration (except workplace protection)",NULL,"Non-investment environmental protection expenditure"
766392388,1035802,2016,"verejny","Česká republika",NULL,"Landscape and biodiversity protection (species diversity)",NULL,"Non-investment environmental protection expenditure"
766393073,6995934,2016,"verejny","Česká republika","Internal non-investment costs","Wastewater management",NULL,"Non-investment environmental protection expenditure"
766392389,143789,2016,"verejny","Česká republika","Internal non-investment costs","Landscape and biodiversity protection (species diversity)",NULL,"Non-investment environmental protection expenditure"
766392390,892013,2016,"verejny","Česká republika","External non-investment costs","Landscape and biodiversity protection (species diversity)",NULL,"Non-investment environmental protection expenditure"
766393115,36584104,2016,"verejny","Česká republika",NULL,"Waste management",NULL,"Non-investment environmental protection expenditure"
